student_id,department,year_of_study,gpa,midterm_score,attendance_percentage,library_checkout_count,canteen_peak_visit_time,campus_wifi_hours_night,assignment_submit_delay_hours,lab_attendance_8am
STU2026557,Civil Eng,3,9.76,65.0,80.1,3,13:30-14:30,4.8,-28.4,47.9
STU2026558,Information Tech,1,5.5,35.0,79.1,15,11:30-12:30,7.4,-10.8,33.8
STU2026559,Civil Eng,3,8.56,81.5,72.5,19,11:30-12:30,3.5,-27.6,76.1
STU2026560,Mechanical Eng,4,6.16,42.4,97.9,25,11:30-12:30,5.2,-1.1,34.7
STU2026561,Civil Eng,2,5.86,64.3,82.6,15,12:30-13:30,3.4,20.6,83.2
STU2026562,Civil Eng,4,7.87,81.2,74.4,25,12:30-13:30,3.0,4.7,75.4
STU2026563,Information Tech,3,7.27,74.8,78.5,18,13:30-14:30,3.1,-17.2,98.4
STU2026564,Computer Science,2,8.64,62.9,77.6,31,12:30-13:30,6.5,31.5,56.3
STU2026565,Computer Science,2,7.53,47.0,86.9,24,13:30-14:30,7.2,-15.5,32.7
STU2026566,Mechanical Eng,1,7.52,50.1,77.0,11,14:30-15:30,3.8,-32.7,55.7
STU2026567,Computer Science,3,8.63,82.1,79.2,24,11:30-12:30,0.9,-5.1,83.7
STU2026568,Information Tech,1,6.73,44.8,58.5,10,11:30-12:30,4.0,-33.4,59.8
STU2026569,Mechanical Eng,1,8.69,57.7,81.0,7,12:30-13:30,6.9,5.7,55.9
STU2026570,Electronics & Comm,4,6.28,71.1,77.7,6,12:30-13:30,0.7,29.3,98.5
STU2026571,Civil Eng,4,6.52,35.9,73.9,22,12:30-13:30,5.0,5.8,37.4
STU2026572,Computer Science,1,6.22,67.2,72.1,14,12:30-13:30,2.6,23.0,91.6
STU2026573,Civil Eng,4,6.63,71.9,77.8,12,12:30-13:30,3.5,34.4,78.4
STU2026574,Computer Science,1,9.45,61.0,82.4,12,13:30-14:30,7.2,-33.7,45.1
STU2026575,Computer Science,3,8.31,52.9,71.8,21,12:30-13:30,5.9,16.3,56.2
STU2026576,Electronics & Comm,3,7.85,58.1,83.9,16,11:30-12:30,6.3,-29.4,30.4
STU2026577,Mechanical Eng,3,6.33,66.9,56.0,21,13:30-14:30,1.1,-14.2,97.2
STU2026578,Computer Science,1,9.18,63.7,60.6,5,14:30-15:30,5.1,-11.1,61.5
STU2026579,Mechanical Eng,3,7.51,52.2,95.3,23,12:30-13:30,5.0,26.6,62.3
STU2026580,Mechanical Eng,3,6.2,38.9,58.2,10,11:30-12:30,5.9,-38.6,43.4
STU2026581,Computer Science,4,9.71,91.8,63.6,15,12:30-13:30,3.2,4.0,88.7
STU2026582,Computer Science,4,8.58,82.8,59.4,17,12:30-13:30,1.0,1.1,86.6
STU2026583,Computer Science,1,8.36,55.8,66.5,17,12:30-13:30,5.4,14.6,61.7
STU2026584,Civil Eng,1,7.82,52.1,55.1,13,12:30-13:30,7.2,8.7,58.6
STU2026585,Mechanical Eng,4,5.74,35.0,97.9,16,12:30-13:30,5.0,26.2,42.8
STU2026586,Mechanical Eng,2,6.26,66.8,56.7,22,13:30-14:30,3.2,-11.5,75.5
STU2026587,Civil Eng,1,9.31,86.6,73.8,9,14:30-15:30,1.8,-22.1,71.0
STU2026588,Computer Science,3,7.65,57.4,96.5,25,12:30-13:30,6.2,27.3,63.8
STU2026589,Computer Science,4,6.01,35.0,89.7,6,13:30-14:30,5.2,-8.7,46.0
STU2026590,Electronics & Comm,1,5.66,35.0,61.1,24,11:30-12:30,5.1,-13.6,46.5
STU2026591,Computer Science,2,8.22,53.9,93.9,17,13:30-14:30,6.2,-4.7,33.4
STU2026592,Computer Science,1,7.64,76.3,89.4,25,13:30-14:30,2.0,-12.0,93.3
STU2026593,Mechanical Eng,1,9.7,100.0,79.8,20,13:30-14:30,1.5,-38.8,94.3
STU2026594,Computer Science,1,6.68,62.9,87.6,20,12:30-13:30,1.7,-3.3,80.7
STU2026595,Computer Science,4,8.84,66.3,55.7,22,11:30-12:30,3.9,-16.5,30.2
STU2026596,Mechanical Eng,4,8.48,63.4,89.1,16,12:30-13:30,3.8,11.9,34.4
STU2026597,Electronics & Comm,1,8.06,49.2,85.8,15,12:30-13:30,4.8,-4.8,33.1
STU2026598,Electronics & Comm,2,6.01,65.3,77.8,9,12:30-13:30,1.2,14.0,80.5
STU2026599,Electronics & Comm,3,5.73,64.8,59.8,7,12:30-13:30,1.5,22.5,94.5
STU2026600,Computer Science,1,8.27,88.1,67.3,3,13:30-14:30,3.5,-42.5,79.7
STU2026601,Computer Science,2,6.18,40.2,56.2,33,12:30-13:30,4.1,8.4,32.5
STU2026602,Electronics & Comm,3,6.49,64.8,59.7,9,11:30-12:30,2.1,-44.1,76.9
STU2026603,Information Tech,4,5.73,53.8,73.7,16,12:30-13:30,2.0,24.5,87.7
STU2026604,Mechanical Eng,3,6.37,43.5,60.5,16,13:30-14:30,5.3,-25.8,32.1
STU2026605,Mechanical Eng,2,9.31,64.3,81.0,19,11:30-12:30,6.0,-2.7,52.3
STU2026606,Computer Science,4,9.18,59.7,76.0,25,12:30-13:30,7.5,12.6,50.7
STU2026607,Electronics & Comm,2,6.91,48.4,79.9,2,12:30-13:30,6.7,12.1,50.7
STU2026608,Computer Science,1,9.76,71.8,86.5,24,13:30-14:30,4.0,-4.5,44.9
STU2026609,Civil Eng,4,6.53,73.2,79.0,11,11:30-12:30,0.6,-35.3,91.2
STU2026610,Computer Science,1,7.56,45.6,68.1,16,11:30-12:30,5.4,-23.4,60.0
STU2026611,Electronics & Comm,4,6.3,44.8,92.5,14,12:30-13:30,4.9,31.6,54.6
STU2026612,Mechanical Eng,1,6.78,40.8,87.4,23,12:30-13:30,5.4,-1.7,51.4
STU2026613,Mechanical Eng,1,7.71,76.3,94.1,3,12:30-13:30,3.0,10.0,71.5
STU2026614,Electronics & Comm,1,7.91,80.6,88.3,25,12:30-13:30,1.5,33.5,79.7
STU2026615,Information Tech,2,8.74,88.2,87.7,16,12:30-13:30,2.7,-2.4,96.0
STU2026616,Mechanical Eng,4,7.59,79.6,77.6,11,12:30-13:30,1.4,13.5,90.6
STU2026617,Mechanical Eng,1,6.31,59.5,93.0,4,14:30-15:30,1.1,-42.2,81.3
STU2026618,Mechanical Eng,1,8.5,56.3,76.3,23,12:30-13:30,6.6,17.2,48.2
STU2026619,Electronics & Comm,4,6.99,50.5,74.1,9,13:30-14:30,5.0,-3.7,40.2
STU2026620,Information Tech,3,7.27,45.2,69.7,41,12:30-13:30,5.0,17.5,41.4
STU2026621,Civil Eng,3,7.94,76.2,93.6,11,12:30-13:30,2.6,26.6,92.9
STU2026622,Computer Science,2,7.02,74.5,74.6,20,12:30-13:30,1.7,29.4,96.8
STU2026623,Electronics & Comm,2,6.52,62.8,56.8,19,11:30-12:30,2.7,-10.5,73.7
STU2026624,Mechanical Eng,3,6.14,41.5,74.3,17,11:30-12:30,7.3,-7.3,48.7
STU2026625,Civil Eng,3,6.17,35.0,96.7,11,12:30-13:30,4.3,34.8,47.8
STU2026626,Information Tech,2,8.94,68.2,86.3,16,12:30-13:30,7.0,0.7,41.9
STU2026627,Information Tech,1,6.82,48.4,72.3,22,11:30-12:30,6.4,-37.7,45.6
STU2026628,Information Tech,2,8.86,94.6,88.0,45,12:30-13:30,1.9,-1.4,72.4
STU2026629,Information Tech,4,6.34,35.0,68.7,6,12:30-13:30,4.7,24.4,63.0
STU2026630,Civil Eng,3,7.16,71.9,55.5,8,12:30-13:30,2.9,24.8,78.9
STU2026631,Civil Eng,4,8.96,63.8,67.4,6,13:30-14:30,6.1,-3.7,64.0
STU2026632,Information Tech,1,6.12,38.1,68.0,20,14:30-15:30,7.4,-7.9,48.4
STU2026633,Computer Science,1,7.26,76.8,94.3,6,13:30-14:30,3.4,-37.4,86.1
STU2026634,Civil Eng,3,7.88,55.3,56.8,16,12:30-13:30,6.3,4.2,59.2
STU2026635,Computer Science,2,6.63,38.2,96.1,28,13:30-14:30,6.3,-38.5,46.5
STU2026636,Electronics & Comm,1,6.01,35.0,66.9,20,12:30-13:30,7.5,12.9,32.3
STU2026637,Mechanical Eng,4,9.69,90.2,90.2,20,12:30-13:30,3.1,-2.6,91.3
STU2026638,Mechanical Eng,4,9.28,92.2,60.8,13,14:30-15:30,1.6,-45.4,77.9
STU2026639,Mechanical Eng,1,7.71,81.8,88.0,12,12:30-13:30,1.8,28.9,72.7
STU2026640,Mechanical Eng,3,8.45,90.2,84.6,18,11:30-12:30,1.2,-33.1,86.8
STU2026641,Civil Eng,4,6.96,66.5,94.2,19,11:30-12:30,1.2,-15.5,74.5
STU2026642,Information Tech,1,7.29,66.7,94.4,24,12:30-13:30,1.3,9.9,73.8
STU2026643,Civil Eng,3,6.24,42.3,68.1,24,12:30-13:30,5.7,4.3,34.2
STU2026644,Electronics & Comm,2,6.06,41.4,58.4,15,13:30-14:30,5.3,-45.7,57.4
STU2026645,Computer Science,1,8.91,86.1,77.1,23,11:30-12:30,0.9,-47.5,73.4
STU2026646,Computer Science,1,9.46,69.6,63.8,25,11:30-12:30,6.8,1.9,36.5
STU2026647,Information Tech,3,7.01,44.0,91.8,41,11:30-12:30,6.0,-17.4,51.5
STU2026648,Computer Science,2,8.58,79.1,96.5,44,13:30-14:30,1.7,-36.7,91.9
STU2026649,Information Tech,4,7.08,49.5,80.3,14,12:30-13:30,3.6,12.4,63.5
STU2026650,Information Tech,2,7.25,73.8,87.7,26,12:30-13:30,2.7,23.9,83.5
STU2026651,Information Tech,1,5.85,63.4,76.2,16,12:30-13:30,3.2,4.3,83.3
STU2026652,Civil Eng,3,9.74,65.5,73.4,13,14:30-15:30,6.5,-38.5,61.3
STU2026653,Civil Eng,1,7.2,47.5,77.5,5,12:30-13:30,5.2,25.4,34.2
STU2026654,Electronics & Comm,1,7.06,70.3,63.6,15,12:30-13:30,1.9,24.7,94.5
STU2026655,Mechanical Eng,3,8.75,58.1,89.4,17,14:30-15:30,7.1,-20.9,42.5
STU2026656,Electronics & Comm,4,5.96,39.6,65.8,3,11:30-12:30,4.0,-4.0,52.0
STU2026657,Civil Eng,1,9.68,67.6,71.5,4,11:30-12:30,5.3,-13.0,35.3
STU2026658,Information Tech,4,8.91,65.7,63.7,19,12:30-13:30,5.1,17.4,47.2
STU2026659,Computer Science,4,9.28,66.5,60.1,7,11:30-12:30,3.7,-18.5,59.9
STU2026660,Mechanical Eng,2,7.61,55.7,60.8,23,12:30-13:30,5.5,17.7,47.1
STU2026661,Information Tech,4,7.55,49.3,91.7,21,14:30-15:30,4.0,-12.1,43.7
STU2026662,Mechanical Eng,3,5.76,63.6,80.4,22,12:30-13:30,1.4,9.0,80.6
STU2026663,Computer Science,4,6.98,67.1,70.4,20,12:30-13:30,3.0,-1.5,89.2
STU2026664,Computer Science,3,5.99,35.0,62.3,31,12:30-13:30,4.3,32.0,31.3
STU2026665,Mechanical Eng,1,8.49,59.8,80.3,17,12:30-13:30,7.4,-0.9,43.2
STU2026666,Electronics & Comm,3,7.64,53.1,89.9,8,14:30-15:30,5.2,-21.7,35.8
STU2026667,Computer Science,2,6.74,45.6,57.0,17,13:30-14:30,7.5,-10.0,44.1
STU2026668,Information Tech,1,8.05,55.1,66.8,4,12:30-13:30,4.5,21.7,48.6
STU2026669,Mechanical Eng,3,7.36,76.5,78.2,19,12:30-13:30,1.9,2.4,81.7
STU2026670,Computer Science,2,7.98,53.8,64.2,32,14:30-15:30,7.2,-5.1,56.0
STU2026671,Civil Eng,1,7.75,81.2,70.7,15,12:30-13:30,1.5,11.8,74.4
STU2026672,Computer Science,2,9.14,94.9,66.5,22,12:30-13:30,2.5,-0.3,74.7
STU2026673,Electronics & Comm,1,6.56,40.8,90.6,3,12:30-13:30,3.7,3.3,49.6
STU2026674,Mechanical Eng,2,5.63,59.8,89.0,25,11:30-12:30,2.4,-22.3,86.0
STU2026675,Computer Science,1,9.2,58.9,58.6,13,12:30-13:30,4.7,22.5,60.4
STU2026676,Computer Science,4,9.56,99.7,86.1,18,14:30-15:30,1.5,-12.8,73.2
STU2026677,Information Tech,3,7.63,52.8,58.9,38,13:30-14:30,4.7,-27.3,57.1
STU2026678,Electronics & Comm,4,6.44,64.2,59.6,3,13:30-14:30,2.0,-22.0,78.0
STU2026679,Mechanical Eng,1,6.86,37.0,73.2,13,14:30-15:30,5.3,-22.8,63.7
STU2026680,Mechanical Eng,3,5.59,35.0,96.6,24,14:30-15:30,4.7,0.6,59.5
STU2026681,Electronics & Comm,3,7.88,47.7,68.3,9,11:30-12:30,7.2,-2.5,42.7
STU2026682,Civil Eng,1,9.41,73.0,71.9,9,13:30-14:30,7.3,-32.2,38.9
STU2026683,Electronics & Comm,4,8.21,62.5,92.8,17,13:30-14:30,5.9,-23.0,44.2
STU2026684,Civil Eng,3,8.58,56.0,92.7,13,12:30-13:30,6.2,12.3,58.9
STU2026685,Information Tech,3,7.45,77.5,56.2,19,13:30-14:30,0.9,-47.8,88.6
STU2026686,Electronics & Comm,3,6.85,76.7,58.5,6,13:30-14:30,1.6,-3.1,85.0
STU2026687,Civil Eng,3,7.44,76.8,92.6,11,12:30-13:30,1.4,3.1,75.0
STU2026688,Civil Eng,3,6.28,41.3,92.7,19,14:30-15:30,7.1,-13.7,61.0
STU2026689,Electronics & Comm,1,9.69,71.0,63.5,10,12:30-13:30,5.4,1.1,35.9
STU2026690,Mechanical Eng,2,9.57,62.1,60.0,23,12:30-13:30,5.5,15.3,45.2
STU2026691,Electronics & Comm,2,6.32,37.6,92.1,8,11:30-12:30,6.0,-16.2,40.1
STU2026692,Mechanical Eng,2,7.3,70.5,72.6,9,12:30-13:30,1.5,10.2,78.4
STU2026693,Civil Eng,1,5.54,59.6,60.7,24,13:30-14:30,2.8,-25.6,90.1
STU2026694,Information Tech,3,5.81,59.0,79.0,34,12:30-13:30,0.9,33.5,97.0
STU2026695,Information Tech,1,5.52,59.2,76.7,19,11:30-12:30,3.2,-45.8,98.3
STU2026696,Electronics & Comm,3,6.23,57.4,76.2,15,13:30-14:30,2.9,-40.5,83.6
STU2026697,Computer Science,3,5.69,35.0,60.5,24,14:30-15:30,6.6,-0.2,59.2
STU2026698,Mechanical Eng,3,7.72,78.0,73.7,19,14:30-15:30,1.7,-2.8,91.4
STU2026699,Civil Eng,1,6.31,59.3,57.3,5,12:30-13:30,1.8,35.8,83.6
STU2026700,Civil Eng,1,7.4,53.6,97.5,6,13:30-14:30,4.4,-41.4,46.0
STU2026701,Computer Science,2,9.23,89.5,62.8,33,13:30-14:30,1.7,-36.7,84.8
STU2026702,Computer Science,2,7.29,40.9,58.3,36,11:30-12:30,5.9,4.0,53.7
STU2026703,Computer Science,4,7.11,65.1,95.0,24,12:30-13:30,1.2,22.0,79.4
STU2026704,Civil Eng,3,8.06,47.3,55.2,25,12:30-13:30,7.3,36.0,53.0
STU2026705,Information Tech,2,6.41,45.1,57.1,45,11:30-12:30,5.0,-16.1,41.3
STU2026706,Computer Science,4,6.6,47.4,65.3,14,12:30-13:30,5.9,27.0,44.0
STU2026707,Mechanical Eng,2,6.02,58.6,76.1,6,12:30-13:30,3.5,9.7,93.4
STU2026708,Computer Science,3,7.7,49.7,76.1,39,12:30-13:30,6.7,12.3,46.7
STU2026709,Mechanical Eng,2,7.37,74.2,73.3,23,12:30-13:30,0.8,24.3,79.9
STU2026710,Civil Eng,1,6.75,46.9,73.8,11,11:30-12:30,6.9,-3.4,46.7
STU2026711,Information Tech,4,6.77,63.0,57.1,5,12:30-13:30,1.0,14.1,71.3
STU2026712,Information Tech,3,7.03,40.7,80.2,40,12:30-13:30,5.9,2.5,30.6
STU2026713,Civil Eng,1,5.86,59.3,92.7,21,12:30-13:30,2.6,28.1,87.0
STU2026714,Mechanical Eng,2,6.41,35.8,58.4,2,12:30-13:30,7.4,-4.8,39.1
STU2026715,Computer Science,1,6.24,35.0,75.5,17,12:30-13:30,5.3,7.4,60.4
STU2026716,Information Tech,3,8.47,64.2,96.4,21,11:30-12:30,5.2,-42.1,58.2
STU2026717,Computer Science,2,9.19,65.8,64.0,40,12:30-13:30,5.0,17.1,52.7
STU2026718,Computer Science,3,8.81,94.9,61.4,29,13:30-14:30,3.5,3.1,73.4
STU2026719,Civil Eng,1,9.2,97.7,80.2,2,11:30-12:30,1.9,-42.6,86.5
STU2026720,Civil Eng,4,9.15,67.6,86.7,17,12:30-13:30,4.7,16.0,49.4
STU2026721,Information Tech,4,6.5,67.0,57.6,22,12:30-13:30,0.6,12.1,86.7
STU2026722,Civil Eng,1,7.63,70.1,95.4,8,12:30-13:30,2.9,14.2,90.2
STU2026723,Civil Eng,2,7.68,45.2,80.3,16,13:30-14:30,5.3,-41.0,62.3
STU2026724,Mechanical Eng,4,9.63,64.5,90.8,7,13:30-14:30,5.2,-15.0,55.7
STU2026725,Mechanical Eng,1,8.37,78.5,60.6,17,12:30-13:30,1.9,7.4,87.6
STU2026726,Electronics & Comm,1,9.8,93.7,70.4,18,13:30-14:30,2.3,-46.3,89.6
STU2026727,Computer Science,3,7.35,70.9,81.6,26,12:30-13:30,1.3,26.5,76.5
STU2026728,Information Tech,3,9.35,72.3,91.7,45,11:30-12:30,6.6,-24.8,51.2
STU2026729,Civil Eng,1,9.69,75.5,88.6,18,12:30-13:30,4.8,-0.7,60.0
STU2026730,Computer Science,2,9.42,94.9,61.8,18,13:30-14:30,2.5,-39.8,82.8
STU2026731,Mechanical Eng,3,9.02,94.9,60.3,17,11:30-12:30,1.9,-29.9,98.1
STU2026732,Information Tech,2,5.87,35.0,71.0,39,11:30-12:30,5.8,-19.9,42.6
STU2026733,Electronics & Comm,2,8.95,95.5,72.8,13,13:30-14:30,3.4,2.0,83.3
STU2026734,Civil Eng,2,8.81,63.6,85.9,7,12:30-13:30,4.1,12.8,32.4
STU2026735,Civil Eng,1,8.34,54.8,82.6,23,13:30-14:30,6.8,-1.6,32.0
STU2026736,Mechanical Eng,4,7.23,42.5,84.3,2,14:30-15:30,4.4,-4.2,40.7
STU2026737,Information Tech,2,8.51,90.2,74.2,37,12:30-13:30,1.9,9.2,85.8
STU2026738,Civil Eng,2,9.29,62.5,58.6,18,13:30-14:30,4.3,4.6,43.6
STU2026739,Mechanical Eng,2,5.9,38.6,78.7,19,11:30-12:30,4.1,-16.6,56.5
STU2026740,Electronics & Comm,3,8.62,85.1,97.4,13,12:30-13:30,1.3,0.1,71.7
STU2026741,Computer Science,4,6.78,37.3,86.7,20,14:30-15:30,3.7,-10.1,64.4
STU2026742,Information Tech,2,7.01,41.5,67.2,31,13:30-14:30,6.0,-8.9,55.0
STU2026743,Computer Science,3,7.72,56.1,63.3,28,12:30-13:30,5.9,-1.6,45.9
STU2026744,Computer Science,4,9.32,65.6,75.5,18,12:30-13:30,3.6,26.9,42.9
STU2026745,Mechanical Eng,4,8.24,52.3,97.9,7,12:30-13:30,5.3,0.9,63.2
STU2026746,Electronics & Comm,4,8.56,64.5,60.6,17,12:30-13:30,5.4,-3.7,60.2
STU2026747,Electronics & Comm,3,9.46,69.3,60.1,18,12:30-13:30,6.5,1.3,33.9
STU2026748,Mechanical Eng,3,9.76,75.6,68.0,3,12:30-13:30,3.9,33.4,57.7
STU2026749,Mechanical Eng,3,6.43,40.9,90.2,15,13:30-14:30,3.9,-22.5,34.3
STU2026750,Mechanical Eng,4,9.37,64.9,88.6,18,13:30-14:30,3.8,-14.3,55.2
STU2026751,Civil Eng,4,6.14,64.5,86.3,14,12:30-13:30,1.1,8.9,88.1
STU2026752,Computer Science,4,8.66,58.7,82.8,24,13:30-14:30,6.6,-31.6,54.8
STU2026753,Computer Science,1,6.33,36.6,81.6,17,11:30-12:30,4.5,-21.4,31.9
STU2026754,Computer Science,1,8.33,61.0,77.9,20,13:30-14:30,7.2,-24.5,39.6
STU2026755,Information Tech,3,7.23,47.1,56.9,42,12:30-13:30,6.5,16.6,30.8
STU2026756,Civil Eng,3,5.89,38.2,97.1,6,13:30-14:30,4.3,-31.7,40.0
STU2026757,Civil Eng,2,5.75,55.8,96.3,6,11:30-12:30,1.8,-26.1,90.7
STU2026758,Mechanical Eng,3,7.11,76.0,90.6,17,12:30-13:30,1.3,15.9,75.9
STU2026759,Information Tech,4,9.58,89.9,66.6,22,11:30-12:30,2.7,-35.6,86.0
STU2026760,Computer Science,3,7.88,82.0,80.2,33,11:30-12:30,1.2,-26.4,92.1
STU2026761,Computer Science,2,8.87,65.6,61.1,45,14:30-15:30,4.3,0.3,35.9
STU2026762,Civil Eng,1,5.5,35.0,75.0,17,11:30-12:30,6.3,-33.5,40.1
STU2026763,Mechanical Eng,4,9.8,95.3,91.2,19,11:30-12:30,2.0,-18.2,94.4
STU2026764,Mechanical Eng,1,7.2,69.8,60.3,21,12:30-13:30,1.5,15.7,86.1
STU2026765,Mechanical Eng,3,8.23,53.3,97.1,8,12:30-13:30,5.5,13.9,39.6
STU2026766,Information Tech,3,5.57,35.0,84.7,36,14:30-15:30,5.0,-38.8,30.1
STU2026767,Information Tech,4,8.78,67.2,78.1,23,11:30-12:30,6.0,-24.4,52.7
STU2026768,Computer Science,3,9.68,64.4,71.2,15,13:30-14:30,4.7,-41.4,43.5
STU2026769,Mechanical Eng,2,7.41,81.4,64.5,4,12:30-13:30,0.6,28.5,78.2
STU2026770,Mechanical Eng,2,6.51,72.4,76.2,8,13:30-14:30,3.0,-47.6,78.1
STU2026771,Civil Eng,1,9.24,62.9,79.5,23,12:30-13:30,4.0,19.7,49.3
STU2026772,Electronics & Comm,1,8.03,86.5,87.1,25,13:30-14:30,1.4,-6.5,97.1
STU2026773,Electronics & Comm,1,9.77,69.4,84.8,15,12:30-13:30,4.2,21.3,38.9
STU2026774,Computer Science,3,7.36,74.1,97.8,39,12:30-13:30,2.4,-3.2,89.7
STU2026775,Electronics & Comm,1,6.7,45.7,73.1,20,11:30-12:30,3.6,-5.2,30.2
STU2026776,Electronics & Comm,4,9.62,90.2,94.4,2,12:30-13:30,1.9,14.7,79.5
STU2026777,Computer Science,3,9.11,59.1,65.6,31,13:30-14:30,3.8,-5.9,63.6
STU2026778,Computer Science,4,8.79,67.6,81.9,12,11:30-12:30,4.6,-0.8,33.0
STU2026779,Computer Science,2,5.77,58.0,89.5,16,11:30-12:30,0.9,-18.4,87.7
STU2026780,Mechanical Eng,4,7.23,77.7,81.5,16,12:30-13:30,3.4,10.7,95.1
STU2026781,Civil Eng,1,6.96,46.2,95.3,5,11:30-12:30,6.0,-47.3,45.9
STU2026782,Computer Science,2,9.39,67.0,60.4,20,12:30-13:30,4.1,5.0,42.4
STU2026783,Computer Science,1,6.05,37.1,80.1,19,12:30-13:30,4.1,26.8,52.8
STU2026784,Electronics & Comm,4,6.83,70.7,69.7,3,12:30-13:30,3.1,4.7,70.2
STU2026785,Information Tech,1,7.31,78.4,63.4,23,12:30-13:30,1.9,14.5,96.3
STU2026786,Civil Eng,3,9.16,89.7,79.3,3,11:30-12:30,2.8,-21.7,78.7
STU2026787,Computer Science,2,8.48,89.6,75.1,40,13:30-14:30,2.0,-8.8,83.9
STU2026788,Electronics & Comm,4,6.29,57.1,97.6,11,11:30-12:30,3.0,-24.7,72.1
STU2026789,Information Tech,3,5.69,64.0,56.3,25,13:30-14:30,1.9,-3.1,75.1
STU2026790,Electronics & Comm,2,6.34,69.6,62.6,22,11:30-12:30,2.3,-6.3,72.9
STU2026791,Computer Science,3,9.53,98.3,68.1,40,14:30-15:30,2.2,4.9,93.5
STU2026792,Civil Eng,1,6.01,61.9,93.0,12,12:30-13:30,1.4,19.6,75.5
STU2026793,Electronics & Comm,1,8.78,66.2,80.3,22,12:30-13:30,6.5,27.6,40.3
STU2026794,Electronics & Comm,4,6.4,44.8,58.5,22,12:30-13:30,3.8,25.8,53.2
STU2026795,Mechanical Eng,4,7.73,51.2,62.7,17,14:30-15:30,5.5,-33.8,48.4
STU2026796,Civil Eng,1,6.39,42.4,93.5,14,12:30-13:30,3.7,18.4,38.2
STU2026797,Mechanical Eng,3,7.87,77.4,60.8,16,12:30-13:30,1.1,16.0,82.9
STU2026798,Mechanical Eng,4,7.44,72.0,73.6,16,11:30-12:30,3.1,-35.6,84.4
STU2026799,Computer Science,3,9.38,72.9,67.7,22,12:30-13:30,4.0,-1.0,49.1
STU2026800,Computer Science,3,5.66,55.0,63.6,36,13:30-14:30,1.9,-3.2,79.5
STU2026801,Electronics & Comm,2,9.79,77.9,87.4,13,12:30-13:30,5.7,27.1,61.9
STU2026802,Civil Eng,4,9.03,98.3,87.6,14,14:30-15:30,0.6,-35.9,89.0
STU2026803,Electronics & Comm,4,6.51,35.0,80.2,4,12:30-13:30,4.4,7.8,46.4
STU2026804,Electronics & Comm,4,8.81,89.7,85.0,20,12:30-13:30,2.0,30.8,83.0
STU2026805,Mechanical Eng,1,7.65,76.4,83.3,24,13:30-14:30,3.0,-19.5,76.5
STU2026806,Mechanical Eng,1,7.94,87.7,56.4,21,12:30-13:30,1.5,32.5,98.3
STU2026807,Information Tech,4,9.71,93.0,63.8,20,11:30-12:30,3.2,3.0,85.5
STU2026808,Mechanical Eng,1,6.24,65.2,84.0,8,11:30-12:30,1.7,-44.3,94.0
STU2026809,Civil Eng,3,6.39,40.2,67.5,12,11:30-12:30,4.2,-2.4,45.9
STU2026810,Civil Eng,4,6.18,42.7,59.8,8,14:30-15:30,4.3,-41.1,46.7
STU2026811,Electronics & Comm,3,7.36,40.8,85.5,18,12:30-13:30,3.8,24.4,51.1
STU2026812,Civil Eng,3,6.37,36.4,97.6,12,12:30-13:30,3.6,32.3,58.9
STU2026813,Civil Eng,4,7.49,82.2,56.7,24,12:30-13:30,1.1,27.5,88.7
STU2026814,Civil Eng,2,7.28,48.4,62.7,24,12:30-13:30,4.8,18.3,45.1
STU2026815,Civil Eng,1,6.53,63.4,92.4,24,14:30-15:30,2.4,-9.5,88.2
STU2026816,Electronics & Comm,4,7.27,77.6,87.8,12,12:30-13:30,1.3,11.8,80.7
STU2026817,Electronics & Comm,3,6.39,67.8,56.9,12,12:30-13:30,0.7,25.6,88.5
STU2026818,Electronics & Comm,4,5.66,35.0,65.8,16,12:30-13:30,5.5,-2.2,34.8
STU2026819,Information Tech,2,8.57,64.0,73.8,34,13:30-14:30,3.8,-42.7,39.8
STU2026820,Mechanical Eng,1,7.8,81.6,71.8,13,11:30-12:30,1.0,-38.6,92.1
STU2026821,Computer Science,2,7.4,45.4,57.1,18,12:30-13:30,4.9,11.0,48.3
STU2026822,Mechanical Eng,4,5.73,35.0,55.2,9,12:30-13:30,5.9,3.2,56.8
STU2026823,Computer Science,4,5.62,37.4,55.6,5,14:30-15:30,6.2,-5.8,53.8
STU2026824,Electronics & Comm,2,5.69,35.0,77.0,19,12:30-13:30,6.2,11.2,41.3
STU2026825,Civil Eng,1,6.5,68.5,59.6,8,11:30-12:30,2.8,-23.7,70.4
STU2026826,Computer Science,3,8.29,80.8,70.9,18,12:30-13:30,1.0,24.2,76.3
STU2026827,Information Tech,2,6.58,65.3,59.1,39,14:30-15:30,2.8,-11.2,88.3
STU2026828,Mechanical Eng,2,8.23,82.9,93.0,21,12:30-13:30,2.7,32.4,94.7
STU2026829,Civil Eng,4,7.7,58.0,86.9,5,11:30-12:30,4.0,-31.6,54.7
STU2026830,Civil Eng,2,8.16,77.2,57.6,3,12:30-13:30,3.1,4.8,78.6
STU2026831,Information Tech,4,8.68,91.5,69.1,15,12:30-13:30,2.4,21.6,88.7
STU2026832,Mechanical Eng,1,6.48,59.3,86.5,9,14:30-15:30,2.9,-5.5,76.0
STU2026833,Electronics & Comm,4,7.74,51.2,62.9,3,14:30-15:30,4.9,-14.4,32.3
STU2026834,Electronics & Comm,2,6.04,39.3,62.5,15,12:30-13:30,4.3,24.7,57.8
